switchID_t, egress_port, qid, enq_qdepth
4, 2, 1, 3
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 1
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 5
4, 2, 1, 4
6, 2, 1, 0
2, 2, 1, 1
1, 3, 1, 3
4, 2, 0, 3
6, 2, 0, 1
2, 2, 0, 1
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 2
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 2
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 2
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 4
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 3
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 2
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 1
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 1, 0
6, 2, 1, 2
2, 2, 1, 0
1, 3, 1, 2
4, 2, 0, 3
6, 2, 0, 3
2, 2, 0, 1
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 2
1, 3, 1, 0
4, 2, 0, 2
6, 2, 0, 0
2, 2, 0, 1
1, 3, 0, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 1
6, 2, 0, 0
2, 2, 0, 5
1, 3, 0, 0
4, 2, 1, 3
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 1
4, 2, 0, 1
6, 2, 0, 1
2, 2, 0, 2
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 1
6, 2, 0, 1
2, 2, 0, 1
1, 3, 0, 1
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 1
6, 2, 1, 0
2, 2, 1, 1
1, 3, 1, 1
4, 2, 0, 1
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 2
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 1
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 1
6, 2, 0, 2
2, 2, 0, 2
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 2
1, 3, 0, 1
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 1
6, 2, 0, 0
2, 2, 0, 3
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 1
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 1, 14
6, 2, 1, 14
2, 2, 1, 16
1, 3, 1, 32
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 1
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
4, 2, 1, 0
6, 2, 1, 0
2, 2, 1, 0
1, 3, 1, 0
4, 2, 0, 0
6, 2, 0, 0
2, 2, 0, 0
1, 3, 0, 0
